"","relig","polviews","year","At_NonAt","Wing"
"517","Catholic","Liberal",1974,"Religious","Liberal"
"518","Protestant","Extrmly Conservative",1974,"Religious","Other"
"519","Protestant","Extrmly Conservative",1974,"Religious","Other"
"520","Catholic","Moderate",1974,"Religious","Other"
"521","Catholic","Liberal",1974,"Religious","Liberal"
"522","Catholic","Liberal",1974,"Religious","Liberal"
"523","Protestant","Conservative",1974,"Religious","Other"
"524","Protestant","Moderate",1974,"Religious","Other"
"525","Protestant","Moderate",1974,"Religious","Other"
"526","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"527","Protestant","Moderate",1974,"Religious","Other"
"528","Catholic","Slightly Conservative",1974,"Religious","Other"
"529","Catholic","Slightly Conservative",1974,"Religious","Other"
"530","Jewish","Moderate",1974,"Religious","Other"
"531","Jewish","Slightly Liberal",1974,"Religious","Liberal"
"532","Catholic","Liberal",1974,"Religious","Liberal"
"533","Catholic","Moderate",1974,"Religious","Other"
"534","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"535","Catholic","Conservative",1974,"Religious","Other"
"536","Protestant","Slightly Conservative",1974,"Religious","Other"
"537","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"538","Protestant","Moderate",1974,"Religious","Other"
"539","Catholic","Moderate",1974,"Religious","Other"
"540","Protestant","Liberal",1974,"Religious","Liberal"
"541","Protestant","Conservative",1974,"Religious","Other"
"542","Protestant","Moderate",1974,"Religious","Other"
"543","Catholic","Moderate",1974,"Religious","Other"
"544","Catholic","Liberal",1974,"Religious","Liberal"
"545","Catholic","Moderate",1974,"Religious","Other"
"546","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"547","Catholic","Conservative",1974,"Religious","Other"
"548","Catholic","Conservative",1974,"Religious","Other"
"549","Catholic","Moderate",1974,"Religious","Other"
"550","Catholic","Moderate",1974,"Religious","Other"
"551","Protestant","Conservative",1974,"Religious","Other"
"552","Protestant","Liberal",1974,"Religious","Liberal"
"553","Catholic","Moderate",1974,"Religious","Other"
"554","Protestant","Moderate",1974,"Religious","Other"
"555","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"556","Protestant","Liberal",1974,"Religious","Liberal"
"557","Catholic","Moderate",1974,"Religious","Other"
"558","Catholic","Liberal",1974,"Religious","Liberal"
"559","Catholic","Moderate",1974,"Religious","Other"
"560","Protestant","Conservative",1974,"Religious","Other"
"561","None","Moderate",1974,"Non_religious","Other"
"562","None","Moderate",1974,"Non_religious","Other"
"563","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"564","Catholic","Conservative",1974,"Religious","Other"
"565","Catholic","Liberal",1974,"Religious","Liberal"
"566","None","Liberal",1974,"Non_religious","Liberal"
"567","Protestant","Moderate",1974,"Religious","Other"
"568","None","Liberal",1974,"Non_religious","Liberal"
"569","None","Liberal",1974,"Non_religious","Liberal"
"570","Protestant","Moderate",1974,"Religious","Other"
"571","Protestant","Conservative",1974,"Religious","Other"
"572","Protestant","Moderate",1974,"Religious","Other"
"573","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"574","Protestant","Moderate",1974,"Religious","Other"
"575","Catholic","Liberal",1974,"Religious","Liberal"
"576","Protestant","Liberal",1974,"Religious","Liberal"
"577","Protestant","Moderate",1974,"Religious","Other"
"578","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"579","Protestant","Moderate",1974,"Religious","Other"
"580","Protestant","Moderate",1974,"Religious","Other"
"581","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"582","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"583","Protestant","Moderate",1974,"Religious","Other"
"584","Catholic","Liberal",1974,"Religious","Liberal"
"585","Protestant","Moderate",1974,"Religious","Other"
"586","Protestant","Liberal",1974,"Religious","Liberal"
"587","Protestant","Moderate",1974,"Religious","Other"
"588","Protestant","Extrmly Conservative",1974,"Religious","Other"
"589","Protestant","Moderate",1974,"Religious","Other"
"590","None","Liberal",1974,"Non_religious","Liberal"
"591","Catholic","Moderate",1974,"Religious","Other"
"592","Protestant","Moderate",1974,"Religious","Other"
"593","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"594","None","Moderate",1974,"Non_religious","Other"
"595","Protestant","Liberal",1974,"Religious","Liberal"
"596","Protestant","Slightly Conservative",1974,"Religious","Other"
"597","Catholic","Moderate",1974,"Religious","Other"
"598","Protestant","Moderate",1974,"Religious","Other"
"599","Protestant","Moderate",1974,"Religious","Other"
"600","Protestant","Moderate",1974,"Religious","Other"
"601","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"602","Protestant","Moderate",1974,"Religious","Other"
"603","Protestant","Moderate",1974,"Religious","Other"
"604","Catholic","Slightly Conservative",1974,"Religious","Other"
"605","Catholic","Moderate",1974,"Religious","Other"
"606","Protestant","Slightly Conservative",1974,"Religious","Other"
"607","Protestant","Moderate",1974,"Religious","Other"
"608","Catholic","Slightly Conservative",1974,"Religious","Other"
"609","Protestant","Moderate",1974,"Religious","Other"
"610","Protestant","Conservative",1974,"Religious","Other"
"611","Protestant","Slightly Conservative",1974,"Religious","Other"
"612","Protestant","Moderate",1974,"Religious","Other"
"613","Protestant","Moderate",1974,"Religious","Other"
"614","Catholic","Slightly Conservative",1974,"Religious","Other"
"615","None","Liberal",1974,"Non_religious","Liberal"
"616","Protestant","Moderate",1974,"Religious","Other"
"617","Protestant","Liberal",1974,"Religious","Liberal"
"618","Protestant","Liberal",1974,"Religious","Liberal"
"619","Catholic","Moderate",1974,"Religious","Other"
"620","Catholic","Moderate",1974,"Religious","Other"
"621","Protestant","Moderate",1974,"Religious","Other"
"622","Catholic","Conservative",1974,"Religious","Other"
"623","Catholic","Slightly Conservative",1974,"Religious","Other"
"624","Protestant","Moderate",1974,"Religious","Other"
"625","Protestant","Slightly Conservative",1974,"Religious","Other"
"626","Protestant","Slightly Conservative",1974,"Religious","Other"
"627","Protestant","Conservative",1974,"Religious","Other"
"628","Catholic","Moderate",1974,"Religious","Other"
"629","Protestant","Moderate",1974,"Religious","Other"
"630","Protestant","Liberal",1974,"Religious","Liberal"
"631","Protestant","Slightly Conservative",1974,"Religious","Other"
"632","Protestant","Moderate",1974,"Religious","Other"
"633","Protestant","Slightly Conservative",1974,"Religious","Other"
"634","Protestant","Liberal",1974,"Religious","Liberal"
"635","Protestant","Slightly Conservative",1974,"Religious","Other"
"636","None","Slightly Liberal",1974,"Non_religious","Liberal"
"637","Protestant","Moderate",1974,"Religious","Other"
"638","None","Extrmly Conservative",1974,"Non_religious","Other"
"639","Protestant","Slightly Conservative",1974,"Religious","Other"
"640","Protestant","Extrmly Conservative",1974,"Religious","Other"
"641","Protestant","Moderate",1974,"Religious","Other"
"642","Catholic","Moderate",1974,"Religious","Other"
"643","Jewish","Liberal",1974,"Religious","Liberal"
"644","Jewish","Slightly Liberal",1974,"Religious","Liberal"
"645","Protestant","Liberal",1974,"Religious","Liberal"
"646","Jewish","Liberal",1974,"Religious","Liberal"
"647","Jewish","Moderate",1974,"Religious","Other"
"648","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"649","Protestant","Conservative",1974,"Religious","Other"
"650","Protestant","Conservative",1974,"Religious","Other"
"651","Protestant","Moderate",1974,"Religious","Other"
"652","Protestant","Moderate",1974,"Religious","Other"
"653","Protestant","Extrmly Conservative",1974,"Religious","Other"
"654","Catholic","Conservative",1974,"Religious","Other"
"655","Catholic","Conservative",1974,"Religious","Other"
"656","Protestant","Moderate",1974,"Religious","Other"
"657","Catholic","Moderate",1974,"Religious","Other"
"658","Protestant","Moderate",1974,"Religious","Other"
"659","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"660","Catholic","Slightly Conservative",1974,"Religious","Other"
"661","Catholic","Moderate",1974,"Religious","Other"
"662","Protestant","Moderate",1974,"Religious","Other"
"663","Protestant","Conservative",1974,"Religious","Other"
"664","Protestant","Slightly Conservative",1974,"Religious","Other"
"665","Protestant","Conservative",1974,"Religious","Other"
"666","Protestant","Moderate",1974,"Religious","Other"
"667","Protestant","Slightly Conservative",1974,"Religious","Other"
"668","Protestant","Extrmly Conservative",1974,"Religious","Other"
"669","Protestant","Slightly Conservative",1974,"Religious","Other"
"670","None","Extrmly Conservative",1974,"Non_religious","Other"
"671","Protestant","Liberal",1974,"Religious","Liberal"
"672","Protestant","Slightly Conservative",1974,"Religious","Other"
"673","Protestant","Moderate",1974,"Religious","Other"
"674","Protestant","Conservative",1974,"Religious","Other"
"675","Protestant","Moderate",1974,"Religious","Other"
"676","Catholic","Moderate",1974,"Religious","Other"
"677","None","Moderate",1974,"Non_religious","Other"
"678","Protestant","Conservative",1974,"Religious","Other"
"679","Protestant","Extrmly Conservative",1974,"Religious","Other"
"680","Protestant","Moderate",1974,"Religious","Other"
"681","Protestant","Slightly Conservative",1974,"Religious","Other"
"682","Catholic","Extrmly Conservative",1974,"Religious","Other"
"683","Protestant","Slightly Conservative",1974,"Religious","Other"
"684","Catholic","Liberal",1974,"Religious","Liberal"
"685","Protestant","Moderate",1974,"Religious","Other"
"686","Catholic","Slightly Conservative",1974,"Religious","Other"
"687","Catholic","Moderate",1974,"Religious","Other"
"688","None","Liberal",1974,"Non_religious","Liberal"
"689","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"690","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"691","Protestant","Moderate",1974,"Religious","Other"
"692","None","Liberal",1974,"Non_religious","Liberal"
"693","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"694","Catholic","Moderate",1974,"Religious","Other"
"695","Catholic","Moderate",1974,"Religious","Other"
"696","Protestant","Slightly Conservative",1974,"Religious","Other"
"697","Catholic","Moderate",1974,"Religious","Other"
"698","Protestant","Slightly Conservative",1974,"Religious","Other"
"699","Protestant","Moderate",1974,"Religious","Other"
"700","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"701","Protestant","Moderate",1974,"Religious","Other"
"702","Catholic","Conservative",1974,"Religious","Other"
"703","Protestant","Conservative",1974,"Religious","Other"
"704","Protestant","Slightly Conservative",1974,"Religious","Other"
"705","Protestant","Moderate",1974,"Religious","Other"
"706","Protestant","Moderate",1974,"Religious","Other"
"707","Protestant","Liberal",1974,"Religious","Liberal"
"708","Protestant","Slightly Conservative",1974,"Religious","Other"
"709","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"710","Catholic","Moderate",1974,"Religious","Other"
"711","Protestant","Moderate",1974,"Religious","Other"
"712","Protestant","Moderate",1974,"Religious","Other"
"713","Protestant","Slightly Conservative",1974,"Religious","Other"
"714","Catholic","Liberal",1974,"Religious","Liberal"
"715","None","Liberal",1974,"Non_religious","Liberal"
"716","Catholic","Moderate",1974,"Religious","Other"
"717","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"718","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"719","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"720","Catholic","Slightly Conservative",1974,"Religious","Other"
"721","Protestant","Moderate",1974,"Religious","Other"
"722","Protestant","Moderate",1974,"Religious","Other"
"723","Catholic","Moderate",1974,"Religious","Other"
"724","Catholic","Moderate",1974,"Religious","Other"
"725","Catholic","Slightly Conservative",1974,"Religious","Other"
"726","Jewish","Slightly Conservative",1974,"Religious","Other"
"727","Catholic","Moderate",1974,"Religious","Other"
"728","Catholic","Moderate",1974,"Religious","Other"
"729","Catholic","Moderate",1974,"Religious","Other"
"730","Protestant","Slightly Conservative",1974,"Religious","Other"
"731","Catholic","Slightly Conservative",1974,"Religious","Other"
"732","Catholic","Moderate",1974,"Religious","Other"
"733","Catholic","Liberal",1974,"Religious","Liberal"
"734","Catholic","Moderate",1974,"Religious","Other"
"735","Protestant","Moderate",1974,"Religious","Other"
"736","Catholic","Moderate",1974,"Religious","Other"
"737","Catholic","Slightly Conservative",1974,"Religious","Other"
"738","Protestant","Conservative",1974,"Religious","Other"
"739","Jewish","Liberal",1974,"Religious","Liberal"
"740","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"741","None","Slightly Liberal",1974,"Non_religious","Liberal"
"742","Protestant","Moderate",1974,"Religious","Other"
"743","Protestant","Slightly Conservative",1974,"Religious","Other"
"744","Protestant","Slightly Liberal",1974,"Religious","Liberal"
"745","Catholic","Slightly Liberal",1974,"Religious","Liberal"
"746","Jewish","Slightly Liberal",1974,"Religious","Liberal"
"747","Protestant","Moderate",1974,"Religious","Other"
"748","Catholic","Liberal",1974,"Religious","Liberal"
"749","Other","Slightly Conservative",1974,"Religious","Other"
"750","Other","Liberal",1974,"Religious","Liberal"
"751","Catholic","Moderate",1974,"Religious","Other"
"752","Protestant","Slightly Conservative",1974,"Religious","Other"
"753","Protestant","Conservative",1974,"Religious","Other"
"754","Jewish","Moderate",1974,"Religious","Other"
"755","Protestant","Conservative",1974,"Religious","Other"
